200000 200000
1 98640 110084
1 28411 195367
1 93551 109289
2 145433 185777
1 79797 174343
2 84664 164480
2 54730 165701
2 90515 172005
1 105234 194674
1 53690 54577
2 80126 107924
0 108537 145010
1 134179 167084
0 32784 195964
2 75762 149701
2 93856 160426
1 42479 96741
2 132995 158501
2 154581 197296
2 9158 32903
2 2617 33434
0 178444 187323
1 51044 61880
1 94665 124669
1 160718 184071
1 134168 170926
0 67667 132393
2 101701 142520
1 56168 159365
2 11704 89071
1 8040 34084
1 136591 195363
1 46408 63988
1 87429 125563
2 183103 187852
2 116405 122020
2 42837 54413
1 11749 72466
1 146359 148184
1 35551 159888
0 110324 133900
2 46916 182036
2 110904 124967
2 129779 152819
1 135923 145608
1 122155 168680
2 127870 185980
2 117473 139619
1 2330 191486
1 37881 38019
2 171782 173624
1 33622 70170
2 172631 195137
1 124917 190752
2 96302 186877
1 109033 189704
2 5126 11365
1 45190 191313
1 82671 153028
1 5861 191048
1 5291 81024
0 31398 114646
1 20772 87277
1 121051 194381
0 90501 90683
2 112226 196739
2 102631 118217
1 20907 25883
0 108554 195153
1 114416 171730
0 36059 102541
1 5133 67457
1 4582 177896
1 62148 125633
0 71317 132486
1 44712 67363
2 88795 147343
0 37944 84602
2 32283 79756
1 167838 179651
1 70379 118067
2 53860 75513
2 104299 169761
2 31909 42015
1 90465 103226
1 86941 145951
1 92088 114528
1 1322 130032
1 78668 114000
1 51584 58319
2 19936 92739
1 140699 146599
2 128920 167250
0 9265 38075
2 16083 72863
2 156489 162034
0 84827 192914
1 76861 194236
2 24588 69849
2 142593 192524
1 128812 183175
2 69512 94137
2 114784 196964
2 152860 185904
2 25723 90401
1 14476 182213
0 25493 183392
1 128598 176605
0 46454 78087
0 106245 189047
2 109074 172223
2 120994 182712
2 79513 96029
0 5282 81933
2 56668 172335
2 40490 103163
1 128656 186345
1 125115 173606
0 168046 174473
1 132067 190643
1 99717 198538
2 20711 193822
1 16576 58617
2 38197 138210
2 86989 111230
2 151720 161505
1 50937 138066
1 7410 179533
1 56841 154006
0 2425 69078
1 964 154010
1 127518 194786
1 90 53403
2 7953 168691
2 19225 94942
2 74799 172799
1 23737 33536
1 37281 147499
1 14633 120692
1 76383 189770
2 128776 143781
2 187651 197238
1 2763 187741
1 24864 156432
2 92009 101527
1 83160 173069
2 29035 116696
2 106715 153978
2 84963 196632
2 40555 77699
2 6475 86903
2 120066 134216
1 9018 122829
1 64046 137224
0 73383 165573
0 20837 54994
1 84029 141090
1 1432 107096
0 92921 103728
2 21455 144283
1 31187 139760
1 81755 118197
1 84286 90773
2 38115 144350
1 134085 181081
2 16056 154922
2 12364 134191
1 13796 169023
2 23070 190537
0 44525 97015
2 184285 197543
1 18835 104547
2 47969 103121
0 30573 57588
0 38669 77222
1 5797 54725
2 105719 188917
2 74292 89670
2 64830 97069
2 8197 78197
2 75740 96313
2 15615 96640
2 133025 144609
2 57560 91534
1 42797 85109
1 45767 90906
0 112977 120012
1 2647 122974
0 99717 139732
2 24266 63208
2 63913 120579
1 48904 136195
1 169082 185572
1 76029 159484
1 2281 73269
1 48048 109178
2 84413 199812
1 7387 112068
0 147119 182264
2 126679 149994
1 190592 195921
0 117588 155849
2 124931 135896
0 15165 117313
0 185968 190582
1 41881 99760
2 15924 105052
0 127992 197552
2 26608 176348
1 87565 176602
1 23049 88875
1 6464 79112
2 142360 187722
1 157525 198256
1 143493 168274
1 101726 140573
2 77272 123130
2 98385 120683
2 97031 126884
1 18855 100949
1 37504 123998
1 119462 163098
2 44541 107184
2 21792 167268
2 123659 190066
1 46991 70633
1 33718 124263
2 12728 139000
2 36083 182237
2 2398 117444
2 145315 154948
1 34399 177108
2 131717 195292
1 78912 145038
2 2572 115884
2 73205 146576
2 23275 78994
1 36004 134542
2 27126 188439
2 16741 190837
2 23657 136152
0 29613 154571
2 4947 77682
2 22721 78859
0 54957 90915
2 1533 93037
2 80527 142150
1 31878 131422
1 60607 158548
2 91641 187925
2 32687 115298
1 32398 186221
1 182859 191168
1 128613 186379
2 69632 77294
2 13222 170331
2 28833 146370
0 60711 102793
2 11572 37671
2 108790 141948
2 29549 174636
0 86460 123386
1 89337 106245
1 86248 151211
1 105880 137195
1 96821 150417
0 89296 96787
1 78651 199580
2 127504 199427
2 36294 111456
2 115125 182195
2 34093 68656
1 55633 74345
1 68342 160593
0 67429 182825
1 79646 176515
1 139579 168943
1 47829 163946
0 79725 133142
1 56126 191181
1 106307 121058
1 56752 76979
2 112385 156285
1 58189 97079
2 80861 111304
0 57376 101614
1 113307 158694
0 112561 161136
1 94278 98712
1 12368 66756
1 104167 162319
1 10817 181146
1 53783 127971
2 111973 119470
2 139629 187914
1 122831 157596
2 53746 116290
1 69957 145203
1 43915 133761
1 56284 193643
1 134955 161059
1 34781 145772
1 81608 190095
2 109565 157172
2 97479 129815
2 136662 183320
2 94200 106760
2 118388 176717
2 20065 26831
1 132372 136826
2 97885 111435
2 132667 194666
0 91746 130627
1 42610 87799
2 21799 133966
2 117286 140618
2 11487 17032
2 46227 126089
2 180348 182644
1 111227 115016
1 26452 98390
1 20508 137470
2 4750 145568
2 95439 188179
2 9978 95693
2 66948 109778
2 333 60525
1 118033 126422
2 23122 68610
2 46018 134350
2 149092 160252
1 169601 172372
2 33511 90703
1 141629 186143
2 81836 137546
1 183782 191615
2 147304 168492
2 2877 38665
1 71487 176253
2 33857 96486
2 131736 194110
2 26141 166482
0 58017 116346
1 57975 151813
2 33788 111874
2 12008 125741
1 995 159312
1 192934 197977
1 111295 174230
2 70717 169131
1 118805 161316
2 18946 144946
1 119315 162529
1 71128 196816
0 17245 104916
2 35863 147010
2 64357 162448
2 57292 57526
0 71833 168587
2 137718 157627
2 15387 77279
2 107393 150685
1 20342 113215
1 49636 110031
1 43628 136906
0 168754 195844
1 96258 158292
1 99426 132170
2 4003 100571
0 77983 192299
0 154743 155262
1 152345 179008
2 11245 199350
1 48986 73108
2 102245 122452
2 70999 76713
0 83610 177983
2 59963 183036
2 83608 199235
2 75907 107095
1 69025 147002
1 15699 46342
2 143296 174344
1 16405 131914
1 55209 115866
2 131922 143447
2 26258 83224
1 2573 181294
1 1809 127886
1 108904 194833
2 56116 177929
1 24271 72661
0 114967 184566
1 46881 95821
2 162748 172414
2 67605 106195
2 150147 189420
1 87066 116299
2 65487 131304
1 42489 98284
2 39691 98605
1 128101 171266
2 148563 155832
2 28673 51653
1 125188 140420
0 124377 193264
2 74524 193263
2 52224 190823
1 172662 197407
2 70946 177102
2 26990 65702
1 132230 155091
1 20006 55734
2 48679 94205
0 173867 179557
2 27658 83484
1 76747 98306
1 74726 128972
2 42731 138212
0 49354 136185
2 1887 86633
2 50470 138870
2 106204 162374
2 409 141710
2 5403 96318
1 9517 123976
2 54359 138634
1 129712 173726
1 83915 184276
1 33630 83119
2 36616 69622
1 83114 175486
2 51698 137860
1 156641 195922
2 1326 26615
0 70456 127195
1 181554 197782
1 34559 155280
0 308 155548
1 125140 155019
1 24641 186157
0 24108 49062
2 75806 78789
0 14720 148799
1 67412 175414
1 16423 162223
2 5762 160005
2 50087 194564
2 24125 111224
2 36364 98792
2 22521 123441
1 184706 187936
0 66725 105105
0 196069 197798
2 65210 166604
2 54816 197985
1 70224 120099
0 150834 170187
2 103076 110664
2 10867 125808
1 49249 73677
1 33955 77480
2 55413 105392
1 9110 167834
2 134438 177979
1 38615 189255
1 59479 145122
1 44338 126665
2 54470 146093
2 59474 73312
2 17194 146989
0 113788 140822
2 46214 198317
2 55324 65924
2 131329 149655
1 61945 188271
2 23250 49745
2 10436 188302
2 64906 156246
1 34854 40733
2 155622 174279
2 41992 88067
0 2737 162318
2 68661 170760
1 147037 199991
2 57753 178288
1 1538 190427
2 106192 182581
2 62438 101399
2 13644 82663
1 53592 169267
1 11259 55158
1 89929 113898
1 135204 177042
2 11834 124079
1 38119 98184
1 88612 169028
1 71193 149682
2 57124 88944
2 29472 87960
2 42554 141552
1 113062 146267
2 138047 143312
2 48917 78516
1 28448 90350
1 7970 44821
1 13849 82132
2 74184 79883
2 137007 172428
0 133111 166480
1 23791 125386
2 89 71653
2 9700 187647
2 58617 97839
0 3417 68720
1 11387 196385
2 9871 138587
1 84055 169400
1 172836 187759
2 11414 22299
1 39381 46090
2 8900 162532
0 124185 150179
2 48018 66430
2 33091 119895
2 63710 145828
2 84415 168698
2 87536 170168
0 74279 86258
1 85693 138339
0 41426 156900
0 17199 166678
1 90863 149151
1 7155 73645
1 40129 193540
1 76521 173602
2 40652 142300
1 14654 29837
0 32447 189064
1 52662 170786
2 22208 44038
1 61237 154196
0 126740 165068
1 50247 126119
1 51541 90377
1 10054 83250
2 30748 123902
2 52209 138556
0 43838 43973
2 96635 109746
2 35195 94051
1 3430 105743
1 70811 195839
2 79111 113283
1 36028 164824
0 102837 174879
1 121979 143248
2 42311 90540
1 134378 171212
1 48911 160476
1 13749 54527
1 22624 174309
0 92737 170148
1 49259 122293
0 1639 85745
1 55926 104476
1 25709 47724
1 3042 90035
0 35284 177599
1 26511 27850
1 117052 156612
2 157802 179236
2 20647 188325
0 110619 154303
2 84891 112716
0 13007 168643
2 116002 194352
1 113747 140976
2 65383 172842
1 55438 93233
2 98510 126638
0 792 28813
1 21439 133425
2 8185 175742
1 48556 176985
1 90566 189992
2 105994 153404
1 147614 163322
2 52516 148211
1 107954 126408
0 47468 122816
2 67981 125140
2 1406 98401
1 9591 59987
1 164896 174499
1 66169 181417
0 52438 134821
1 149411 198787
1 146999 160131
1 36234 73407
1 38274 120876
0 162368 166953
1 60769 96423
1 37108 163685
2 2004 123041
1 68174 175734
2 36964 134772
2 186375 199805
1 144512 146506
0 58087 99092
2 79617 137366
2 104319 140316
2 68996 117095
1 197132 199082
0 36525 55112
1 1994 12259
1 13941 63384
2 63189 193413
1 55321 124053
2 180580 182140
2 178110 179247
1 118426 131493
1 46108 187422
2 102856 137845
1 66690 74321
1 76315 113891
1 6608 145619
2 21 14310
1 55343 185729
2 35923 103653
2 37022 131522
1 107757 179368
1 141828 199163
2 7665 79673
2 13298 62715
0 92959 171809
1 142579 154930
1 85592 93085
2 23132 71321
1 77232 174975
2 11997 113472
1 36106 44175
2 35269 93303
2 42934 162558
1 134669 172585
1 144394 181101
1 3325 20200
0 12762 65907
1 35894 111635
0 12707 113126
2 142950 182406
2 83627 103477
1 80569 113133
1 19339 75691
2 10360 154134
1 107813 151645
2 128013 158467
2 120219 193920
0 105555 167564
2 34614 86230
1 96223 133372
2 34565 133352
1 9013 130273
2 65964 135082
1 20098 20438
2 78379 88096
1 162915 197066
2 35430 83135
1 2908 167051
2 53281 122632
0 65856 155482
0 47635 100421
1 25786 159617
1 68380 77220
1 97659 169186
2 92390 196704
1 5809 132035
2 157591 195379
2 76852 168995
0 164518 199484
1 154967 194656
0 118954 158167
2 78571 171381
1 114869 146951
1 7968 32489
1 145545 153870
1 77580 187868
2 101134 189311
1 74658 97534
2 60986 155528
1 150185 194070
1 24704 109363
1 125076 196085
2 82928 110954
1 35275 118000
2 83435 105497
2 93366 141260
2 4895 194500
2 8386 142473
2 69372 156903
1 87169 179795
1 5510 172403
2 130586 176590
2 59349 129866
1 5410 164218
1 47653 100313
2 57112 188914
1 91492 110161
2 31534 52634
2 125889 162587
1 13058 49168
2 2286 185461
2 162052 180108
2 137753 154015
2 59515 155229
2 108070 159828
2 16941 166409
1 24785 118113
1 56319 180670
0 51613 135258
2 100778 108280
2 61095 103064
2 19419 83172
1 24682 153540
1 108769 159812
1 59160 133192
2 6161 99601
1 17714 58429
1 104505 114736
1 35920 82701
2 93223 190982
0 79937 168429
2 168465 187848
2 12531 135396
2 40081 172343
0 31503 120633
1 37664 161013
2 96093 134687
2 49497 116951
2 20627 69223
1 43368 78798
0 75088 166887
2 43553 109822
1 52282 95301
1 64634 135382
1 56015 185756
2 40069 133381
2 26688 184420
0 31021 33917
1 54545 150090
1 14265 151861
2 60966 97504
0 54852 123678
0 120235 175961
0 114500 156947
1 142703 197461
1 99125 111924
2 96756 125813
2 156834 177682
2 23276 91910
2 175138 191714
2 152456 170316
0 7309 24006
1 43896 121249
0 30145 74748
0 72209 74424
1 91071 100486
2 113594 157450
2 8250 91276
1 99539 176615
1 32229 91253
1 61569 102108
2 69491 85575
2 123176 160552
2 143927 153321
1 84249 144098
2 83626 151521
2 108971 182129
1 6444 117221
1 10188 103946
0 24724 158769
2 36992 60877
1 46720 118068
1 7273 122806
1 67552 171439
2 94821 151801
1 35427 123117
0 17556 51898
2 94274 140353
2 27927 44299
0 177470 185375
0 134619 138719
2 56787 153336
0 173981 179593
2 34153 67385
2 47647 162206
2 1675 5239
2 53574 114352
2 147848 165141
1 92127 133151
0 27701 185950
2 81021 120569
0 111571 190257
1 80590 105193
1 106088 114744
0 162391 174535
2 83983 194783
1 83162 198335
1 79828 189098
1 12979 35387
1 40681 42327
2 38054 150994
1 65977 114732
1 135258 171170
1 135377 193610
2 119233 168145
1 79280 181647
0 45737 162443
2 151541 163401
2 28914 103281
2 61960 102906
1 79200 129307
1 44039 176063
1 179297 179535
1 31026 63598
1 150259 178757
0 56308 131907
1 17841 177644
1 10414 57398
1 86312 166464
2 51845 105570
2 94259 101122
1 77185 174727
2 37525 173072
0 36671 187846
0 48129 131780
2 76557 188088
1 122282 184266
2 132696 170770
0 99160 141520
1 15550 67357
2 151541 161616
1 52696 133191
2 90221 158881
0 80220 194419
2 32585 42548
2 51562 119106
2 2446 19724
1 106847 163679
1 48367 182309
1 63917 87252
1 130468 131811
2 65002 158455
0 140235 179978
2 136807 174574
2 122193 169393
1 1593 137307
0 56106 185433
1 19785 91555
1 2094 130373
0 5698 101056
2 52519 139097
2 10974 138754
2 107304 191107
1 81879 166385
1 19731 120424
0 31978 122017
1 79682 107450
2 147111 199005
2 37739 45731
1 146787 176734
2 85884 179647
2 140990 147074
1 48449 179504
2 14835 68522
2 34566 94347
1 5917 182896
1 54794 178931
1 42394 159778
2 80134 84546
0 44113 56868
1 9379 152867
2 99942 143515
1 79446 88626
2 141041 147968
1 158667 191687
2 162757 164584
2 19379 172197
1 89088 179157
2 121336 180055
2 24169 115667
1 33548 56785
2 93415 116492
2 838 182041
2 39434 49985
2 31121 197615
0 12515 193879
2 10312 82428
2 171516 187040
1 9204 122515
1 21771 41223
1 14361 94248
2 119593 130853
0 44879 131691
0 98028 165964
2 11995 35018
0 24511 62739
2 34823 171396
2 138216 183081
1 6626 177083
1 93875 115206
1 5293 9455
1 45400 182963
2 6631 137697
0 172596 190824
0 7614 199737
2 123420 186705
0 73686 158101
2 57534 190029
2 64161 194240
2 124007 158036
1 79682 94998
1 62645 80350
1 116694 196556
1 23870 44453
2 23608 106730
2 147028 181003
1 20715 196139
1 46099 127096
1 37688 150626
1 148589 161695
1 145406 173046
1 53396 184382
1 49952 68758
0 10757 76117
1 33840 56073
2 14843 43642
1 127335 134269
2 99349 173434
2 40412 121963
0 125091 189001
0 50759 86255
0 43453 151493
2 20251 179648
2 12721 32538
2 68794 109299
2 9667 112436
1 163057 173416
2 62406 74232
2 102144 184370
1 25813 84096
1 112068 144096
2 71873 177141
1 63583 167873
1 412 32682
2 26063 96186
2 109882 152082
2 54773 125499
1 116083 127000
1 89012 134580
2 135028 175085
1 79124 82864
1 56266 125050
2 35081 36201
2 68883 165364
1 24720 81421
0 107655 152870
1 109809 162429
1 5781 29805
2 44911 94793
1 44388 186231
1 69095 69677
2 110497 123387
2 145578 165321
2 110943 175129
0 52015 101701
2 4886 170688
0 114695 191758
0 54678 60852
2 33682 105763
2 63618 150151
2 112231 136181
2 72672 175920
0 89379 141241
0 32723 142287
1 50776 96783
0 21465 132701
1 76274 129575
1 98628 184253
0 134288 159467
2 197906 198747
0 26489 56963
2 99161 100625
1 54785 188540
1 47180 154523
1 143963 197908
2 76664 176956
2 69290 77243
0 8576 84270
1 43737 117114
2 131415 158837
2 15800 128571
0 116425 145557
1 54814 87562
1 21665 42085
2 21239 156345
0 71590 133302
1 59757 126897
1 51825 177500
0 168939 195848
0 16706 148484
2 99026 145278
2 7187 192410
1 178353 184956
1 19 166042
0 21258 194308
2 82889 92848
0 48135 68958
2 82672 162810
1 75010 117831
0 139846 196727
2 34461 38872
2 87994 147635
1 90657 132591
1 14985 64531
1 9293 113194
1 8534 118202
2 56670 172865
1 55694 154424
2 89877 104161
2 86604 139190
1 107277 121065
1 20642 125412
2 16069 141194
2 156451 196952
2 26498 171728
2 124615 144701
2 86702 117566
1 117748 188342
1 8856 27955
2 13173 148046
0 21884 55323
1 102172 192317
0 46447 133511
1 6314 123313
0 15164 94394
0 116308 135361
2 22064 58691
1 56164 57743
2 84119 112490
2 89817 97292
2 35529 153749
1 54053 138747
2 100501 165508
2 23814 124691
0 38979 80827
2 63461 71639
0 46682 107148
1 104426 184753
2 16916 167052
1 23085 41856
2 97409 176835
1 8286 31934
1 111479 197442
1 38486 64536
1 119313 140259
2 110376 182774
2 6274 48559
1 92454 107379
0 25217 74431
2 32639 42100
1 130049 156275
2 22331 138335
1 58792 166166
2 30702 195755
1 72884 87313
1 105344 114042
1 125795 162601
2 171408 192929
1 164489 196625
2 38725 69317
1 195000 197231
2 18331 133683
1 71366 192476
2 121843 188231
1 127158 177467
2 51786 82811
1 75540 124958
2 105568 117888
2 159327 198729
1 87517 184399
2 48347 181630
2 116313 139226
2 1144 187679
2 25874 29229
2 88016 153032
2 4818 150468
2 10611 80358
2 149707 185926
2 60211 145253
1 149123 167340
1 29547 197470
0 3107 53049
1 54193 110350
1 10069 83422
1 87790 130723
1 28844 38259
2 48870 126128
1 114929 148370
2 4853 91492
1 60065 175184
1 4732 16028
2 7839 153621
1 34541 123879
2 160962 198169
1 91685 181982
0 35179 120529
2 93194 163009
1 31568 111379
2 72221 116232
1 92649 174479
2 25860 108677
0 62298 191063
2 9316 102530
2 81762 100699
0 153982 199033
2 30345 34212
2 28615 127407
0 75327 192107
2 147548 186880
1 38379 73145
2 134595 180591
1 88007 117128
1 23853 97323
1 95437 165118
1 67346 165771
1 177610 196117
1 24732 124756
0 34910 133192
2 56444 120072
1 110563 193218
1 44165 140979
0 161293 196424
1 30520 101498
1 167146 182969
1 50315 120824
2 73535 144277
1 60458 185385
0 20296 91141
0 193092 197151
2 103655 167061
1 44634 175351
1 157411 196937
2 104283 190177
2 80741 187782
0 108606 183093
1 51217 98493
2 115458 158951
1 120784 166444
1 142949 163595
2 47009 117891
1 86051 138712
1 98376 135649
0 125827 188347
0 96168 122920
1 106013 186958
1 44415 73583
2 46149 189041
2 109825 149621
1 73389 169127
2 87018 106602
1 127118 173070
1 108620 187798
2 92497 163886
2 123435 188665
1 70766 91975
2 126703 136390
1 182540 197485
2 132161 143570
0 56100 121903
1 28505 48578
1 71975 88064
2 66263 180595
1 60833 180112
2 136139 184268
0 55034 98735
2 83696 98089
0 11926 58592
2 22529 155497
1 12644 127949
2 4590 176527
2 167203 180944
0 135589 163559
2 91774 143671
1 140457 196163
1 94157 94898
2 94946 139832
2 69890 121898
2 2856 92419
1 15976 21416
1 26006 67350
2 63582 109561
1 131788 161503
2 169629 180590
1 6578 110086
2 120595 133186
2 114828 176780
1 98678 194560
1 17887 86219
0 33863 49726
1 17565 141183
0 41872 81147
1 7152 129288
1 26230 52344
2 73912 149160
2 82346 175290
0 87919 197175
2 95493 191735
2 89310 194306
1 44033 175546
1 101568 199550
2 143440 165912
1 66945 158188
1 35641 195615
1 109553 119024
2 68871 84844
1 139313 172763
2 102888 184608
2 73918 81493
2 77985 165816
1 81718 108340
0 72612 163983
2 34384 122171
2 34139 125444
2 42735 69515
1 25538 138386
0 174335 194051
2 36660 96939
2 7072 178432
1 55438 56417
2 81109 180542
0 7214 153722
1 104458 177326
2 14384 146255
1 105342 119787
1 18391 130880
1 21567 118192
2 58227 107107
1 80631 181651
0 37090 160778
2 6741 133984
2 50774 141198
1 58791 118524
2 49260 105331
1 102362 169047
1 103791 168908
1 21983 173840
2 45442 172823
2 42426 185098
2 3204 175806
2 126297 139283
2 177071 183869
1 152214 182178
2 57545 117649
1 76259 83023
1 45167 70091
2 104391 135359
0 24535 160258
1 9633 190705
1 2804 101791
1 41074 51992
1 24944 151517
1 108591 123474
1 41123 184190
2 40498 109050
1 26941 119309
1 47684 117007
1 7942 169392
2 67219 198648
2 1452 7473
2 150930 169796
0 37665 137037
1 100215 146257
0 15607 130447
2 104897 155849
1 70447 75158
1 108517 113868
2 77909 176296
2 145129 179612
2 108913 152602
2 19884 23653
2 95820 156921
2 109283 173488
2 46220 189096
1 10345 56984
2 108246 197144
1 102801 111012
2 3661 145040
2 111574 183273
2 92186 193107
2 32191 76093
0 44364 45227
2 153647 168378
1 116220 154139
2 70347 89556
2 58756 197803
1 16956 122324
2 78349 94410
2 144405 189923
2 55881 99382
2 91827 119959
2 120273 137054
1 21785 193861
2 40938 175924
2 109814 162623
1 72684 137731
2 60056 65403
1 52782 154466
2 15223 160174
1 50839 187456
1 66394 107415
2 144040 197788
2 6251 54254
0 11544 168361
2 121358 163043
2 110395 163633
2 162027 175798
0 28580 177377
1 187428 188754
1 155945 187402
2 3110 22339
1 110646 136479
1 71589 142730
2 27443 170668
1 45672 190486
1 70472 83298
2 32499 175008
1 43126 126228
2 65710 113656
0 17410 19869
2 136872 161484
2 126866 163871
1 35460 152641
1 6128 32669
1 51800 124242
0 51451 137173
1 142811 176851
1 185938 192327
1 152735 168000
0 18249 187870
1 39708 149354
0 76221 199858
0 12839 28862
0 61531 84903
2 102125 184411
2 39298 190757
1 132501 151223
2 124828 176892
2 12437 193915
2 12164 77990
1 77305 168224
1 13492 168082
2 97274 113551
0 165421 182177
1 23420 82940
1 49572 73697
1 141272 159878
1 12996 118164
2 46953 52052
1 124943 175461
1 86739 118600
0 132093 147372
1 578 161996
1 115350 127417
2 67190 91654
0 33114 170083
2 4162 192992
2 5989 170743
2 58041 178505
1 149854 180182
1 36594 194023
1 92441 183966
1 100897 158942
1 16247 122716
2 24253 101372
0 162969 194336
1 98263 114851
1 85594 174829
1 85912 180451
1 127597 160633
0 71009 126929
1 44861 163450
2 38744 94887
0 23260 77813
2 179185 195403
1 58506 118384
2 156769 190831
2 47951 56271
2 44051 133863
0 6225 177812
2 1902 21093
2 65955 66876
1 77194 115817
1 16806 65655
0 12210 64445
2 87488 130594
1 37778 104867
2 10401 153450
1 87627 170804
2 2255 177030
2 95284 110221
1 89196 162160
2 64326 77978
0 59985 161848
1 124430 137183
2 124407 128270
0 33138 53786
2 56287 186588
2 23090 190567
2 123757 192822
1 19396 34941
2 24944 50866
2 49098 89270
1 40876 51118
2 104653 133108
1 145413 153903
1 21644 199199
2 127163 171838
0 159435 194929
2 35038 162511
2 69979 142618
2 37197 134360
0 2647 171911
2 3792 43523
1 12011 92984
1 46887 144660
2 68531 121931
0 112046 132341
1 71481 162042
1 33992 65959
2 79050 92962
2 27323 27889
2 1672 115586
0 35731 64726
2 11603 47742
2 63133 108754
1 30685 60076
2 79378 172570
1 41421 56903
2 52517 107380
1 102782 199522
1 47023 132858
2 19743 48695
2 29774 192924
2 41377 125981
1 104510 152021
2 80938 141301
2 53508 199111
0 26764 168968
2 126657 195633
2 111507 118339
1 119336 160717
2 147655 180461
2 89737 91561
0 132070 187550
1 14929 84092
2 67414 141745
1 140856 150585
2 26176 113134
2 33456 69186
1 61158 103877
2 23213 107994
2 87221 118205
0 93463 95134
1 82685 98496
2 13966 61257
2 44881 81381
0 31966 109442
1 61452 143864
2 5050 94908
2 61870 156066
1 146549 180412
1 14969 75593
1 101451 108432
2 6928 17046
1 64711 184538
2 29419 112821
1 102675 138861
1 149738 199078
1 4128 139330
1 182350 198107
1 44410 128899
1 4493 146631
2 22296 136072
2 20648 39342
1 104053 104261
0 1841 133226
1 97153 152254
2 18344 24432
1 13162 157674
0 96801 155782
1 116544 169209
2 22030 63175
2 89819 115600
2 66041 136248
1 156862 165544
2 75055 165936
1 172208 195748
1 80773 112992
1 126155 164876
1 139308 169459
1 108517 156393
2 130547 188579
2 20367 141609
1 2760 33288
2 47956 84656
2 50593 83030
2 162693 167683
2 4589 43466
1 8342 59840
1 177801 189118
1 50547 74177
2 155478 192133
1 13439 89617
0 46727 102700
1 11036 168384
1 10418 107282
2 121235 178101
2 23749 182691
1 155607 158883
2 13620 148001
1 127293 138531
1 65835 130664
0 51277 136633
1 39334 57086
2 7718 98360
2 107938 115001
2 813 152588
1 56381 92689
2 39063 48296
2 62791 178268
2 21913 64320
2 32749 87749
1 55378 156655
1 10353 28817
2 27131 127177
2 151467 171296
1 9528 152280
1 8661 142214
2 57590 164076
2 26867 48202
1 7539 103168
0 40288 96664
1 20825 196944
1 123649 197972
2 14452 67132
2 38429 155003
2 10555 164309
1 106523 135048
1 35878 80466
2 17708 45020
0 61455 148188
0 44853 127116
1 113229 182030
1 38369 96354
2 108678 110807
0 65810 189812
0 55117 192718
2 127766 156350
2 79996 98948
1 5622 97704
2 75512 139163
1 118980 196596
2 32209 94317
1 70579 105334
1 95609 156352
2 1774 74503
1 56891 147435
2 13242 184677
1 112190 128442
1 34165 152673
2 21924 89680
2 86276 155716
0 50713 96945
1 44093 118631
1 74984 133827
2 50720 149487
2 33423 96923
2 81600 125197
1 61088 126394
2 76976 79067
1 17343 190568
2 89412 96024
1 36812 140125
0 93457 100570
1 34397 53386
2 85117 192572
2 34893 49884
1 76442 164087
0 91533 137530
1 14506 163873
2 121426 154026
1 33859 133802
1 32673 170614
1 12081 64072
2 26472 117458
2 26382 32199
2 187413 192618
2 155903 156705
2 48238 122344
2 12111 98828
2 70730 82489
0 32701 176328
1 65374 171338
1 77455 106474
1 20279 58532
0 44987 168830
2 32912 156244
1 28499 172082
1 150843 187694
1 49671 140837
0 24838 36754
2 30265 129434
2 100773 169495
2 79340 123599
1 169608 182131
2 27118 93687
1 44147 176383
2 103578 148465
2 3362 136160
1 76997 184088
1 18187 176926
1 48452 168606
1 17948 192986
1 97288 166389
1 49952 183248
1 70146 76935
1 37435 142818
1 4439 141013
1 60727 94558
1 44815 135521
1 138094 142508
1 102600 106700
0 16038 108479
0 131483 182428
1 148732 161734
1 6820 18878
1 78048 79025
2 82487 127612
1 41017 93398
1 6934 145271
2 4131 49848
0 23084 110949
1 131563 136855
2 63047 180708
2 121850 141133
0 147954 162592
2 26979 163917
2 70943 119030
1 28313 131507
2 35247 88360
1 1448 6380
1 28749 178846
1 58012 165604
0 69568 146313
2 179905 184515
2 38973 147107
1 27376 116920
1 62758 189267
1 144101 194266
2 82626 108686
2 5358 134894
2 165233 184204
2 102305 158568
0 3644 144488
0 124393 168030
0 163367 189901
2 76079 196639
1 185906 189235
1 6039 46359
0 134804 155045
1 6291 15169
1 13333 171525
2 123895 190182
1 32766 193826
1 78208 87949
1 127648 184461
2 30805 60540
1 77691 166128
1 172167 187336
1 23324 91246
1 154845 194135
1 102381 168178
1 8426 111184
1 41192 194906
2 23117 129141
2 92074 173141
2 120299 124397
2 69712 197990
0 932 185326
2 76573 94864
1 70708 143842
2 89441 115463
0 58609 116977
1 111884 191937
2 51353 119091
2 143427 157157
1 63332 67825
1 53889 62752
1 28300 171173
2 66038 82368
0 76111 126232
2 24700 41695
2 57819 100304
1 8593 15716
1 14805 127684
0 59387 84841
1 64525 193463
2 47838 127278
2 155578 183852
1 137896 154298
0 30410 52161
2 55110 69838
2 29281 93308
1 44997 117404
2 59802 86088
2 35541 106126
1 29005 69591
1 17233 76843
2 18764 177047
0 107820 114943
2 83456 179267
1 69646 93297
1 49023 162955
2 21404 196711
1 2379 82800
2 27389 105278
2 53593 174869
1 60674 192102
2 127218 195033
1 1322 151390
2 130657 161910
1 69260 140307
2 31720 189330
1 127086 139813
2 129465 176551
1 73207 189443
0 43152 154229
2 20178 31667
2 15211 18653
1 132885 182687
